comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,percepcion_seguridad
Comunitat Valenciana,42,mujer,nivel_moderado,si,si,no_puede,no_puede,5.1259,primero_secundaria,casado/a,242.3066,21983.5561,satisfecho/a,neutral,neutral,neutral,8.59165279296582
Comunitat Valenciana,10,mujer,nivel_alto,si,no,si,no,3.6247,primaria,soltero/a,0.0,0.0,insatisfecho/a,insatisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,7.632854616762229
Comunitat Valenciana,64,hombre,nivel_alto,si,no,no,no,5.4521,educacion_superior,casado/a,165.1525,36193.8134,muy_satisfecho/a,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,7.089547457088451
Comunitat Valenciana,30,mujer,nivel_moderado,si,si,no,si,3.2628,primero_secundaria,soltero/a,75.6412,31458.734,muy_insatisfecho/a,satisfecho/a,neutral,satisfecho/a,7.3926512881550295
Comunitat Valenciana,14,mujer,nivel_bajo,si,no,si,no,3.6196,primero_secundaria,soltero/a,0.0,0.0,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,5.676744652369514
Comunitat Valenciana,62,hombre,nivel_moderado,si,no,no,no,0.008,educacion_superior,divorciado/a,185.3056,24090.5044,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.82934183824918
Comunitat Valenciana,60,hombre,nivel_moderado,no,no,no,no,6.8489,segundo_secundaria_profesional_,viudo/a,144.7243,10146.5506,muy_insatisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.133902354019729
Comunitat Valenciana,28,mujer,nivel_moderado,si,no,no,si,4.0363,primero_secundaria,casado/a,174.5108,19257.6074,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,6.228992783104664
Comunitat Valenciana,20,hombre,nivel_alto,no,no_puede,no,si,3.8786,primero_secundaria,casado/a,129.0603,37092.6892,satisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,neutral,6.295831882755041
Comunitat Valenciana,15,hombre,nivel_alto,si,no,no,si,5.5557,primero_secundaria,soltero/a,0.0,0.0,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.978584411289109
Comunitat Valenciana,54,mujer,nivel_moderado,si,no,no,si,5.2987,educacion_superior,soltero/a,153.3163,15679.1111,neutral,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.041190315826816
Comunitat Valenciana,36,mujer,nivel_alto,no,no,no,si,1.7278,segundo_secundaria_profesional_,casado/a,185.962,19964.0509,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.486072101583373
Comunitat Valenciana,25,hombre,nivel_moderado,si,si,si,no,2.2818,segundo_secundaria_profesional_,soltero/a,110.0094,23541.3674,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.18924788100531
Comunitat Valenciana,74,mujer,nivel_bajo,no,no,si,no,7.6273,educacion_superior,soltero/a,146.3422,25533.7874,muy_insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.833669477446369
Comunitat Valenciana,60,mujer,nivel_bajo,no,si,si,si,1.6869,primero_secundaria,soltero/a,122.3073,34723.4257,neutral,satisfecho/a,satisfecho/a,neutral,6.9104988889903005
Comunitat Valenciana,71,hombre,nivel_alto,si,no,no,si,2.8565,educacion_superior,soltero/a,106.2955,30479.6921,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.469938411244686
Comunitat Valenciana,38,hombre,nivel_bajo,no,si,no,no,2.684,educacion_superior,casado/a,86.5939,22248.6355,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,5.710898671956574
Comunitat Valenciana,31,mujer,nivel_moderado,no,no,no,no,4.6932,educacion_superior,soltero/a,118.3725,18439.3682,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.806600642081781
Comunitat Valenciana,57,mujer,nivel_moderado,no,no,no,no_puede,5.3803,segundo_secundaria_profesional_,viudo/a,138.4772,23274.7754,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.15803930787953
Comunitat Valenciana,52,mujer,nivel_moderado,si,si,si,si,3.2279,primero_secundaria,viudo/a,119.2947,25920.1278,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.1781882625623235
Comunitat Valenciana,23,mujer,nivel_moderado,no,no_puede,si,no,2.7443,primero_secundaria,casado/a,149.8084,29589.3689,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,6.262948282112285
Comunitat Valenciana,22,hombre,nivel_moderado,si,si,no,no,4.0832,segundo_secundaria_profesional_,casado/a,169.9723,22110.3205,neutral,satisfecho/a,neutral,satisfecho/a,6.647128919977403
Comunitat Valenciana,58,mujer,nivel_bajo,no,si,si,no_puede,4.5826,segundo_secundaria_profesional_,casado/a,198.177,31550.2601,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,6.551203343468315
Comunitat Valenciana,28,hombre,nivel_alto,no,no,no,no_puede,3.5851,primero_secundaria,viudo/a,159.377,37003.2893,insatisfecho/a,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.160434758441587
Comunitat Valenciana,32,mujer,nivel_moderado,no,no,no,no,4.2491,educacion_superior,soltero/a,133.2048,30436.8043,neutral,satisfecho/a,insatisfecho/a,neutral,6.60165720012127
Comunitat Valenciana,81,mujer,nivel_bajo,no,no_puede,no_puede,no,4.452,segundo_secundaria_profesional_,soltero/a,116.8154,32595.2983,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,7.595832862426974
Comunitat Valenciana,22,mujer,nivel_alto,no,si,no,si,2.3005,segundo_secundaria_general,soltero/a,135.5935,30290.6322,satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,6.3592715573614615
Comunitat Valenciana,63,mujer,nivel_bajo,no_puede,si,no,no,4.1828,segundo_secundaria_profesional_,soltero/a,150.5021,13821.4422,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,6.531514106527187
Comunitat Valenciana,28,hombre,nivel_alto,no_puede,si,no,si,4.1151,segundo_secundaria_profesional_,casado/a,146.7016,15875.657,neutral,satisfecho/a,neutral,satisfecho/a,6.6431606226370725
Comunitat Valenciana,37,mujer,nivel_bajo,no,no,no,no,7.708,primero_secundaria,casado/a,100.3432,26273.7222,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.4965135003356265
Comunitat Valenciana,46,hombre,nivel_bajo,no,no_puede,si,si,1.523,segundo_secundaria_general,casado/a,128.7371,35086.8378,neutral,neutral,muy_satisfecho/a,satisfecho/a,7.562543467429443
Comunitat Valenciana,56,mujer,nivel_alto,si,no,no,si,2.9178,segundo_secundaria_general,soltero/a,171.2601,37340.4734,satisfecho/a,satisfecho/a,muy_insatisfecho/a,satisfecho/a,5.985728935690324
Comunitat Valenciana,15,hombre,nivel_alto,no,no_puede,no,si,3.4282,primero_secundaria,soltero/a,0.0,0.0,neutral,muy_insatisfecho/a,insatisfecho/a,satisfecho/a,6.637410145934419
Comunitat Valenciana,28,hombre,nivel_bajo,no,no,no,no,5.0494,primero_secundaria,casado/a,180.148,22212.487,satisfecho/a,satisfecho/a,satisfecho/a,neutral,6.534168125654208
Comunitat Valenciana,73,mujer,nivel_moderado,no,si,no,no,4.4998,primero_secundaria,soltero/a,139.5036,26536.385,muy_satisfecho/a,muy_insatisfecho/a,satisfecho/a,neutral,7.420038459102162
Comunitat Valenciana,66,mujer,nivel_alto,si,si,no,no,5.1238,educacion_superior,soltero/a,93.3365,22473.3583,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.49369711864375
Comunitat Valenciana,45,hombre,nivel_bajo,no,si,si,si,2.9295,primero_secundaria,soltero/a,154.5769,26114.9581,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.730827813872433
Comunitat Valenciana,11,hombre,nivel_alto,no,si,no_puede,si,5.0804,primaria,soltero/a,0.0,0.0,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.681290207792156
Comunitat Valenciana,77,mujer,nivel_bajo,si,no,si,si,5.0314,segundo_secundaria_profesional_,casado/a,200.5889,23760.806,insatisfecho/a,insatisfecho/a,muy_satisfecho/a,satisfecho/a,6.05063557283642
Comunitat Valenciana,52,mujer,nivel_bajo,no,si,si,no,2.1431,primero_secundaria,casado/a,145.7624,19903.0097,satisfecho/a,satisfecho/a,satisfecho/a,muy_insatisfecho/a,7.1257641041373745
Comunitat Valenciana,73,hombre,nivel_moderado,no,si,no,no,5.0175,educacion_superior,casado/a,114.2512,21411.6388,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.048167137324755
Comunitat Valenciana,76,mujer,nivel_bajo,no,no_puede,no,no,4.8697,educacion_superior,casado/a,235.0097,28736.4923,insatisfecho/a,satisfecho/a,neutral,insatisfecho/a,6.549938372066856
Comunitat Valenciana,34,mujer,nivel_alto,si,no,si,si,5.2326,educacion_superior,casado/a,89.6394,26127.1797,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.510402988313928
Comunitat Valenciana,65,mujer,nivel_alto,no,no,no,no,4.8846,primaria,divorciado/a,238.8166,15762.6609,neutral,muy_satisfecho/a,muy_insatisfecho/a,insatisfecho/a,7.281361703577103
Comunitat Valenciana,61,mujer,nivel_alto,no,no,si,si,3.2007,primero_secundaria,soltero/a,50.8519,18505.8481,satisfecho/a,satisfecho/a,satisfecho/a,insatisfecho/a,7.029314974252168
Comunitat Valenciana,31,hombre,nivel_alto,no,si,no,no,2.5816,segundo_secundaria_profesional_,casado/a,264.1618,11684.0063,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.321200587176857
Comunitat Valenciana,75,hombre,nivel_moderado,si,no,no,no,4.7448,educacion_superior,soltero/a,221.4384,20388.2796,satisfecho/a,satisfecho/a,satisfecho/a,insatisfecho/a,6.794947687688019
Comunitat Valenciana,43,mujer,nivel_bajo,no,no,si,si,2.1905,educacion_superior,soltero/a,183.4796,28539.5728,insatisfecho/a,neutral,neutral,satisfecho/a,7.364667934324681
Comunitat Valenciana,41,mujer,nivel_alto,no,no_puede,no,no,1.6427,educacion_superior,casado/a,172.0674,28096.0783,satisfecho/a,satisfecho/a,satisfecho/a,neutral,6.192302646644329
Comunitat Valenciana,43,mujer,nivel_bajo,no,no,no,si,2.102,estudios_primarios_incompletos,casado/a,239.8587,20140.7839,satisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,6.411564198130723
Comunitat Valenciana,42,hombre,nivel_alto,si,no_puede,no,no,1.9857,primero_secundaria,soltero/a,220.8296,28182.0328,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.169052634458486
Comunitat Valenciana,40,mujer,nivel_moderado,no,si,no,no_puede,2.0799,segundo_secundaria_general,casado/a,210.682,29154.7126,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,6.416048809956992
Comunitat Valenciana,22,hombre,nivel_alto,si,si,no,no,1.8474,educacion_superior,divorciado/a,197.568,31332.9224,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.699304216031322
Comunitat Valenciana,62,hombre,nivel_alto,si,si,no,no,2.9179,primero_secundaria,casado/a,143.1808,20374.6727,neutral,satisfecho/a,neutral,muy_satisfecho/a,6.085778796063993
Comunitat Valenciana,38,hombre,nivel_moderado,no,no,si,no,5.7606,educacion_superior,soltero/a,165.5455,16591.849,neutral,insatisfecho/a,satisfecho/a,satisfecho/a,6.237021883143903
Comunitat Valenciana,37,mujer,nivel_alto,si,si,no,no,5.2596,primero_secundaria,soltero/a,166.6742,15494.5234,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.676694345412296
Comunitat Valenciana,46,hombre,nivel_moderado,no,no,si,si,1.3764,primero_secundaria,soltero/a,147.9743,26476.0861,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.461129999760491
Comunitat Valenciana,28,mujer,nivel_alto,no_puede,no,no,no,2.4405,educacion_superior,casado/a,125.5283,31684.0513,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,6.542514560690872
Comunitat Valenciana,56,hombre,nivel_alto,si,no,no,no,3.883,educacion_superior,viudo/a,117.3453,27747.5519,muy_satisfecho/a,satisfecho/a,neutral,satisfecho/a,5.370036847825597
Comunitat Valenciana,23,hombre,nivel_bajo,si,no,no,no,2.1533,educacion_superior,casado/a,140.3439,21426.9424,satisfecho/a,insatisfecho/a,muy_satisfecho/a,neutral,7.225024987203382
Comunitat Valenciana,48,hombre,nivel_bajo,no,no,no,no,5.2249,estudios_primarios_incompletos,soltero/a,111.6865,28424.421,satisfecho/a,satisfecho/a,satisfecho/a,muy_insatisfecho/a,5.930563115299924
Comunitat Valenciana,41,hombre,nivel_bajo,no,no_puede,no,no,4.113,primero_secundaria,casado/a,130.4934,22452.0602,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.837874485961574
Comunitat Valenciana,44,hombre,nivel_alto,no,no,no,no,1.3429,primero_secundaria,soltero/a,114.0399,22206.6915,insatisfecho/a,satisfecho/a,neutral,satisfecho/a,6.794842167655496
Comunitat Valenciana,23,mujer,nivel_alto,si,no,no,no,6.135,segundo_secundaria_general,soltero/a,174.3502,30122.6149,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.496427884235676
Comunitat Valenciana,40,mujer,nivel_bajo,no,si,no,no,3.2892,primero_secundaria,soltero/a,81.5226,28135.8906,muy_insatisfecho/a,muy_satisfecho/a,neutral,muy_satisfecho/a,7.4043356121722725
Comunitat Valenciana,62,mujer,nivel_alto,no,no,no,no,5.8594,segundo_secundaria_profesional_,soltero/a,119.1665,26921.4192,insatisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,6.800962767719917
Comunitat Valenciana,11,mujer,nivel_moderado,si,si,si,si,8.8237,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.445043741019978
Comunitat Valenciana,12,mujer,nivel_alto,no,si,no,no,2.6828,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,insatisfecho/a,satisfecho/a,satisfecho/a,8.242857830264079
Comunitat Valenciana,69,hombre,nivel_alto,si,no,si,no,5.2029,primero_secundaria,casado/a,158.1608,26158.7151,insatisfecho/a,neutral,satisfecho/a,satisfecho/a,7.611272069077055
Comunitat Valenciana,40,mujer,nivel_alto,no,no,no,no,6.0615,analfabetos,divorciado/a,119.8468,38912.5348,satisfecho/a,satisfecho/a,muy_insatisfecho/a,satisfecho/a,6.40157052655786
Comunitat Valenciana,82,hombre,nivel_bajo,no,si,si,si,1.8405,primero_secundaria,soltero/a,122.9511,24140.0875,neutral,neutral,satisfecho/a,satisfecho/a,7.377845093019362
Comunitat Valenciana,40,mujer,nivel_alto,no,no,no,no,6.4746,primero_secundaria,soltero/a,117.5009,25241.3321,satisfecho/a,insatisfecho/a,satisfecho/a,satisfecho/a,6.544159389917588
Comunitat Valenciana,59,mujer,nivel_alto,si,si,no,no,1.435,primaria,soltero/a,160.2402,21990.8035,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.132920449577776
Comunitat Valenciana,42,mujer,nivel_bajo,no,si,no,no,3.5262,primero_secundaria,soltero/a,92.741,18767.9729,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.450232509559177
Comunitat Valenciana,38,hombre,nivel_moderado,no,si,no,no,3.7218,educacion_superior,soltero/a,172.7375,29417.3505,muy_satisfecho/a,muy_satisfecho/a,neutral,muy_satisfecho/a,6.255728390015081
Comunitat Valenciana,23,hombre,nivel_moderado,si,no,no,no,2.2302,educacion_superior,casado/a,207.7544,27680.4964,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.1928390158337905
Comunitat Valenciana,94,hombre,nivel_bajo,si,no,si,no,6.9544,primaria,casado/a,128.0802,29382.1603,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,5.977005137930554
Comunitat Valenciana,23,mujer,nivel_alto,no_puede,si,si,no,3.5505,primaria,casado/a,143.3159,24031.2075,insatisfecho/a,neutral,satisfecho/a,satisfecho/a,6.799161437934245
Comunitat Valenciana,60,mujer,nivel_alto,no,si,no,si,3.1583,educacion_superior,casado/a,151.1179,29074.597,insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.062054015866272
Comunitat Valenciana,58,mujer,nivel_moderado,no,no,no,no,0.0,primero_secundaria,soltero/a,141.827,27049.1263,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.52821513793626
Comunitat Valenciana,61,mujer,nivel_alto,no,no_puede,si,no,3.9756,primero_secundaria,casado/a,158.7382,22465.3515,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.96652059805017
Comunitat Valenciana,44,mujer,nivel_bajo,no_puede,no,si,si,4.7492,primero_secundaria,soltero/a,117.7019,27027.9279,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,6.98965075754017
Comunitat Valenciana,82,hombre,nivel_bajo,no,si,si,no,4.1622,educacion_superior,soltero/a,142.5001,20726.5463,muy_insatisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.040392423527183
Comunitat Valenciana,14,mujer,nivel_moderado,no,no,no,no,2.7716,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,neutral,neutral,muy_satisfecho/a,7.4099039527001365
Comunitat Valenciana,64,hombre,nivel_moderado,si,si,no,si,5.3465,primero_secundaria,divorciado/a,144.6664,33790.924,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,5.774697176395431
Comunitat Valenciana,35,mujer,nivel_bajo,si,no,si,no_puede,6.1828,educacion_superior,divorciado/a,200.2916,19251.8662,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,6.666942442123216
Comunitat Valenciana,79,hombre,nivel_bajo,no,no,no,no,1.0592,segundo_secundaria_profesional_,soltero/a,140.2273,14700.6397,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.288475915761758
Comunitat Valenciana,83,mujer,nivel_bajo,si,si,si,no,3.5759,educacion_superior,soltero/a,99.6038,25964.816,muy_satisfecho/a,satisfecho/a,neutral,neutral,6.230245059592235
Comunitat Valenciana,34,hombre,nivel_alto,no,no,no,no,6.9966,segundo_secundaria_general,soltero/a,179.985,21323.1832,neutral,satisfecho/a,satisfecho/a,muy_insatisfecho/a,6.691279252769991
Comunitat Valenciana,49,mujer,nivel_moderado,si,no,no,no,3.3932,segundo_secundaria_general,soltero/a,177.1866,24019.0971,muy_satisfecho/a,neutral,satisfecho/a,neutral,7.68413720431045
Comunitat Valenciana,66,hombre,nivel_alto,no,no,no,no,5.3298,primero_secundaria,divorciado/a,164.7669,42661.9677,neutral,neutral,satisfecho/a,satisfecho/a,7.081562173756835
Comunitat Valenciana,14,mujer,nivel_moderado,no,no,si,no,2.5665,primero_secundaria,soltero/a,0.0,0.0,neutral,neutral,satisfecho/a,muy_satisfecho/a,6.743431688021746
Comunitat Valenciana,42,hombre,nivel_moderado,no,no,no,no,2.1844,segundo_secundaria_general,viudo/a,124.112,14330.8566,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.4054033858837265
Comunitat Valenciana,56,mujer,nivel_bajo,no_puede,no,no,si,3.4307,segundo_secundaria_general,casado/a,154.6732,24464.1407,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.439950666016713
Comunitat Valenciana,10,hombre,nivel_moderado,no,no,no,no,3.7435,primaria,soltero/a,0.0,0.0,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.218931858830846
Comunitat Valenciana,34,mujer,nivel_alto,si,no,no,si,6.5011,educacion_superior,casado/a,85.2097,28159.1768,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.061138354713773
Comunitat Valenciana,77,hombre,nivel_bajo,si,no,si,si,3.2932,primero_secundaria,soltero/a,132.8315,39589.9188,neutral,neutral,satisfecho/a,neutral,6.2642691370800225
Comunitat Valenciana,80,hombre,nivel_bajo,no,no,si,si,2.3271,segundo_secundaria_profesional_,casado/a,115.781,21354.3627,muy_satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.007473274078709
Comunitat Valenciana,11,mujer,nivel_moderado,si,no,si,si,3.3685,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,neutral,satisfecho/a,6.543321775629429
Comunitat Valenciana,38,mujer,nivel_moderado,si,no_puede,si,no,5.3775,primaria,soltero/a,148.2018,26637.5878,muy_satisfecho/a,satisfecho/a,satisfecho/a,neutral,6.260409508215144
Comunitat Valenciana,26,hombre,nivel_moderado,no,si,si,no,8.4816,primero_secundaria,soltero/a,200.1403,35948.4242,muy_satisfecho/a,insatisfecho/a,satisfecho/a,satisfecho/a,6.373868249981655
Comunitat Valenciana,38,hombre,nivel_moderado,no,no,si,no,0.0357,primero_secundaria,soltero/a,140.3555,20602.3922,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.726357335723241
Comunitat Valenciana,64,mujer,nivel_moderado,no,no,si,no,1.8086,primero_secundaria,soltero/a,104.5906,19164.4165,neutral,satisfecho/a,satisfecho/a,neutral,6.853041258930366
Comunitat Valenciana,30,mujer,nivel_moderado,no_puede,no_puede,no_puede,no,5.9381,educacion_superior,casado/a,219.3527,20622.8398,neutral,insatisfecho/a,satisfecho/a,satisfecho/a,6.8468284354176285
Comunitat Valenciana,57,hombre,nivel_bajo,si,no,no,no_puede,4.2431,educacion_superior,casado/a,194.3933,18328.6806,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.9546335183603585
Comunitat Valenciana,41,mujer,nivel_alto,si,no,no_puede,si,4.2938,segundo_secundaria_profesional_,soltero/a,130.7816,19022.245,muy_satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,6.819886438940671
Comunitat Valenciana,37,hombre,nivel_moderado,no_puede,si,si,no,5.8989,segundo_secundaria_general,soltero/a,161.7148,18647.93,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.040456893970154
Comunitat Valenciana,17,hombre,nivel_alto,no,si,no,si,3.3311,segundo_secundaria_general,soltero/a,209.8674,15434.5195,neutral,satisfecho/a,neutral,satisfecho/a,6.111674350280259
Comunitat Valenciana,83,mujer,nivel_bajo,no,no,no,no,5.7966,segundo_secundaria_profesional_,soltero/a,106.2359,29621.9361,muy_insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.182202523525765
Comunitat Valenciana,69,mujer,nivel_moderado,no,no_puede,si,no,6.0266,educacion_superior,casado/a,98.2282,30268.829,satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,5.984607208312147
Comunitat Valenciana,52,mujer,nivel_bajo,si,si,no,si,4.8601,educacion_superior,divorciado/a,129.7736,22744.9943,muy_satisfecho/a,neutral,neutral,muy_satisfecho/a,7.168092198668861
Comunitat Valenciana,68,mujer,nivel_alto,no,no,no,si,0.9553,segundo_secundaria_general,soltero/a,111.6516,21171.9393,neutral,satisfecho/a,muy_satisfecho/a,neutral,6.656841384256179
Comunitat Valenciana,65,hombre,nivel_alto,si,si,no,no,2.4105,educacion_superior,viudo/a,127.3892,33246.3736,muy_insatisfecho/a,insatisfecho/a,neutral,satisfecho/a,6.449665342262362
Comunitat Valenciana,48,hombre,nivel_moderado,no,si,no,si,4.879,segundo_secundaria_profesional_,casado/a,127.1251,29580.5169,neutral,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,7.542301582716564
